team,conference,week,role,penalty_type,total_penalties,total_yards,avg_yards_per_penalty,AP_rank,Coaches_rank
Utah,Big 12,9,committed,Other / Unclassified,1,5,5.0,13.0,14.0
Utah,Big 12,9,committed,Personal Foul,3,17,5.67,13.0,14.0
Utah,Big 12,9,drawn,Holding,1,0,0.0,13.0,14.0
Utah,Big 12,9,drawn,Offside,1,5,5.0,13.0,14.0
Utah,Big 12,9,drawn,Other / Unclassified,1,8,8.0,13.0,14.0
Utah,Big 12,9,drawn,Personal Foul,1,1,1.0,13.0,14.0
Utah,Big 12,10,committed,Face Mask,2,11,5.5,13.0,14.0
Utah,Big 12,10,committed,False Start,2,10,5.0,13.0,14.0
Utah,Big 12,10,committed,Holding,1,5,5.0,13.0,14.0
Utah,Big 12,10,committed,Illegal Motion,1,6,6.0,13.0,14.0
Utah,Big 12,10,committed,Offside,2,6,3.0,13.0,14.0
Utah,Big 12,10,committed,Pass Interference,2,30,15.0,13.0,14.0
Utah,Big 12,10,drawn,False Start,2,10,5.0,13.0,14.0
Utah,Big 12,10,drawn,Holding,1,0,0.0,13.0,14.0
Utah,Big 12,10,drawn,Offside,1,1,1.0,13.0,14.0
Utah,Big 12,12,drawn,Delay of Game,1,5,5.0,13.0,14.0
Utah,Big 12,12,drawn,False Start,3,15,5.0,13.0,14.0
Utah,Big 12,12,drawn,Other / Unclassified,1,13,13.0,13.0,14.0
Utah,Big 12,12,drawn,Pass Interference,3,39,13.0,13.0,14.0
Utah State,Mountain West,1,committed,Delay of Game,1,5,5.0,NR,NR
Utah State,Mountain West,1,committed,False Start,1,0,0.0,NR,NR
Utah State,Mountain West,1,committed,Holding,3,3,1.0,NR,NR
Utah State,Mountain West,1,committed,Illegal Formation,1,5,5.0,NR,NR
Utah State,Mountain West,1,committed,Other / Unclassified,4,15,3.75,NR,NR
Utah State,Mountain West,1,committed,Roughing,1,0,0.0,NR,NR
Utah State,Mountain West,1,drawn,Delay of Game,2,0,0.0,NR,NR
Utah State,Mountain West,1,drawn,Other / Unclassified,2,5,2.5,NR,NR
Utah State,Mountain West,1,drawn,Pass Interference,1,0,0.0,NR,NR
Utah State,Mountain West,1,drawn,Personal Foul,1,0,0.0,NR,NR
Utah State,Mountain West,1,drawn,Roughing,1,0,0.0,NR,NR
Utah State,Mountain West,2,committed,Delay of Game,1,5,5.0,NR,NR
Utah State,Mountain West,2,committed,Face Mask,1,15,15.0,NR,NR
Utah State,Mountain West,2,committed,False Start,1,5,5.0,NR,NR
Utah State,Mountain West,2,committed,Holding,3,35,11.67,NR,NR
Utah State,Mountain West,2,committed,Illegal Formation,2,10,5.0,NR,NR
Utah State,Mountain West,2,committed,Other / Unclassified,1,7,7.0,NR,NR
Utah State,Mountain West,2,committed,Pass Interference,1,4,4.0,NR,NR
Utah State,Mountain West,2,committed,Roughing,1,15,15.0,NR,NR
Utah State,Mountain West,2,drawn,Offside,2,0,0.0,NR,NR
Utah State,Mountain West,2,drawn,Pass Interference,1,15,15.0,NR,NR
Utah State,Mountain West,2,drawn,Personal Foul,2,0,0.0,NR,NR
Utah State,Mountain West,3,committed,False Start,1,0,0.0,NR,NR
Utah State,Mountain West,3,committed,Other / Unclassified,2,10,5.0,NR,NR
Utah State,Mountain West,3,committed,Pass Interference,1,0,0.0,NR,NR
Utah State,Mountain West,3,committed,Personal Foul,1,0,0.0,NR,NR
Utah State,Mountain West,3,drawn,Holding,2,0,0.0,NR,NR
Utah State,Mountain West,3,drawn,Other / Unclassified,1,10,10.0,NR,NR
Utah State,Mountain West,3,drawn,Unsportsmanlike Conduct,1,0,0.0,NR,NR
Utah State,Mountain West,4,committed,Holding,4,0,0.0,NR,NR
Utah State,Mountain West,4,committed,Other / Unclassified,1,5,5.0,NR,NR
Utah State,Mountain West,4,drawn,Other / Unclassified,1,0,0.0,NR,NR
Utah State,Mountain West,4,drawn,Pass Interference,1,0,0.0,NR,NR
Utah State,Mountain West,4,drawn,Personal Foul,1,0,0.0,NR,NR
Utah State,Mountain West,4,drawn,Unsportsmanlike Conduct,1,0,0.0,NR,NR
Utah State,Mountain West,5,committed,Holding,2,10,5.0,NR,NR
Utah State,Mountain West,5,committed,Illegal Formation,1,3,3.0,NR,NR
Utah State,Mountain West,5,committed,Roughing the Kicker,1,36,36.0,NR,NR
Utah State,Mountain West,5,drawn,False Start,1,5,5.0,NR,NR
Utah State,Mountain West,5,drawn,Holding,2,18,9.0,NR,NR
Utah State,Mountain West,7,committed,Delay of Game,1,5,5.0,NR,NR
Utah State,Mountain West,7,committed,False Start,3,12,4.0,NR,NR
Utah State,Mountain West,7,committed,Holding,5,42,8.4,NR,NR
Utah State,Mountain West,7,committed,Other / Unclassified,1,3,3.0,NR,NR
Utah State,Mountain West,7,committed,Pass Interference,1,15,15.0,NR,NR
Utah State,Mountain West,7,committed,Personal Foul,1,0,0.0,NR,NR
Utah State,Mountain West,7,drawn,False Start,1,5,5.0,NR,NR
Utah State,Mountain West,7,drawn,Offside,1,5,5.0,NR,NR
Utah State,Mountain West,8,committed,Face Mask,1,15,15.0,NR,NR
Utah State,Mountain West,8,committed,False Start,1,5,5.0,NR,NR
Utah State,Mountain West,8,committed,Holding,4,50,12.5,NR,NR
Utah State,Mountain West,8,committed,Other / Unclassified,1,0,0.0,NR,NR
Utah State,Mountain West,8,committed,Pass Interference,1,0,0.0,NR,NR
Utah State,Mountain West,8,drawn,Delay of Game,1,0,0.0,NR,NR
Utah State,Mountain West,8,drawn,False Start,3,50,16.67,NR,NR
Utah State,Mountain West,8,drawn,Holding,2,0,0.0,NR,NR
Utah State,Mountain West,8,drawn,Other / Unclassified,1,5,5.0,NR,NR
Utah State,Mountain West,8,drawn,Unsportsmanlike Conduct,1,0,0.0,NR,NR
Utah State,Mountain West,9,committed,Face Mask,1,10,10.0,NR,NR
Utah State,Mountain West,9,committed,False Start,2,10,5.0,NR,NR
Utah State,Mountain West,9,committed,Holding,3,27,9.0,NR,NR
Utah State,Mountain West,9,committed,Offside,3,75,25.0,NR,NR
Utah State,Mountain West,9,committed,Other / Unclassified,1,2,2.0,NR,NR
Utah State,Mountain West,9,committed,Pass Interference,1,15,15.0,NR,NR
Utah State,Mountain West,9,drawn,Holding,2,26,13.0,NR,NR
Utah State,Mountain West,9,drawn,Illegal Formation,1,3,3.0,NR,NR
Utah State,Mountain West,9,drawn,Offside,1,41,41.0,NR,NR
Utah State,Mountain West,11,committed,Delay of Game,1,5,5.0,NR,NR
Utah State,Mountain West,11,committed,Face Mask,2,71,35.5,NR,NR
Utah State,Mountain West,11,committed,False Start,1,5,5.0,NR,NR
Utah State,Mountain West,11,committed,Holding,2,14,7.0,NR,NR
Utah State,Mountain West,11,committed,Other / Unclassified,2,13,6.5,NR,NR
Utah State,Mountain West,11,committed,Pass Interference,1,15,15.0,NR,NR
Utah State,Mountain West,11,committed,Unsportsmanlike Conduct,1,39,39.0,NR,NR
Utah State,Mountain West,11,drawn,False Start,1,5,5.0,NR,NR
Utah State,Mountain West,11,drawn,Holding,2,61,30.5,NR,NR
Utah State,Mountain West,11,drawn,Offside,2,73,36.5,NR,NR
Utah State,Mountain West,11,drawn,Other / Unclassified,2,5,2.5,NR,NR
Utah State,Mountain West,11,drawn,Personal Foul,1,25,25.0,NR,NR
Utah State,Mountain West,11,drawn,Unsportsmanlike Conduct,1,13,13.0,NR,NR
Utah State,Mountain West,12,committed,Holding,1,19,19.0,NR,NR
Utah State,Mountain West,12,committed,Offside,1,0,0.0,NR,NR
Utah State,Mountain West,12,committed,Other / Unclassified,2,10,5.0,NR,NR
Utah State,Mountain West,12,drawn,Face Mask,2,15,7.5,NR,NR
Utah State,Mountain West,12,drawn,Holding,1,11,11.0,NR,NR
Utah State,Mountain West,12,drawn,Other / Unclassified,2,1,0.5,NR,NR
Utah State,Mountain West,12,drawn,Personal Foul,1,15,15.0,NR,NR
Vanderbilt,SEC,1,committed,Delay of Game,1,5,5.0,12.0,13.0
Vanderbilt,SEC,1,committed,False Start,2,10,5.0,12.0,13.0
Vanderbilt,SEC,1,committed,Holding,4,72,18.0,12.0,13.0
Vanderbilt,SEC,1,committed,Pass Interference,3,35,11.67,12.0,13.0
Vanderbilt,SEC,1,drawn,Holding,1,4,4.0,12.0,13.0
Vanderbilt,SEC,1,drawn,Other / Unclassified,2,6,3.0,12.0,13.0
Vanderbilt,SEC,1,drawn,Pass Interference,1,15,15.0,12.0,13.0
Vanderbilt,SEC,2,committed,Delay of Game,1,5,5.0,12.0,13.0
Vanderbilt,SEC,2,committed,False Start,2,9,4.5,12.0,13.0
Vanderbilt,SEC,2,committed,Holding,3,17,5.67,12.0,13.0
Vanderbilt,SEC,2,committed,Other / Unclassified,4,21,5.25,12.0,13.0
Vanderbilt,SEC,2,committed,Pass Interference,1,0,0.0,12.0,13.0
Vanderbilt,SEC,2,committed,Roughing the Passer,1,0,0.0,12.0,13.0
Vanderbilt,SEC,2,drawn,False Start,1,5,5.0,12.0,13.0
Vanderbilt,SEC,2,drawn,Holding,3,10,3.33,12.0,13.0
Vanderbilt,SEC,2,drawn,Offside,2,3,1.5,12.0,13.0
Vanderbilt,SEC,2,drawn,Other / Unclassified,2,6,3.0,12.0,13.0
Vanderbilt,SEC,2,drawn,Pass Interference,2,15,7.5,12.0,13.0
Vanderbilt,SEC,3,committed,False Start,2,10,5.0,12.0,13.0
Vanderbilt,SEC,3,committed,Holding,1,0,0.0,12.0,13.0
Vanderbilt,SEC,3,committed,Pass Interference,1,15,15.0,12.0,13.0
Vanderbilt,SEC,3,committed,Personal Foul,1,5,5.0,12.0,13.0
Vanderbilt,SEC,3,committed,Roughing the Passer,2,0,0.0,12.0,13.0
Vanderbilt,SEC,3,committed,Unsportsmanlike Conduct,2,0,0.0,12.0,13.0
Vanderbilt,SEC,3,drawn,False Start,2,10,5.0,12.0,13.0
Vanderbilt,SEC,3,drawn,Other / Unclassified,1,5,5.0,12.0,13.0
Vanderbilt,SEC,4,committed,Delay of Game,1,5,5.0,12.0,13.0
Vanderbilt,SEC,4,committed,Holding,4,8,2.0,12.0,13.0
Vanderbilt,SEC,4,committed,Offside,1,5,5.0,12.0,13.0
Vanderbilt,SEC,4,committed,Pass Interference,1,14,14.0,12.0,13.0
Vanderbilt,SEC,4,committed,Personal Foul,2,26,13.0,12.0,13.0
Vanderbilt,SEC,4,committed,Roughing the Passer,1,15,15.0,12.0,13.0
Vanderbilt,SEC,4,committed,Unsportsmanlike Conduct,1,0,0.0,12.0,13.0
Vanderbilt,SEC,4,drawn,Delay of Game,1,5,5.0,12.0,13.0
Vanderbilt,SEC,4,drawn,Face Mask,2,22,11.0,12.0,13.0
Vanderbilt,SEC,4,drawn,False Start,3,15,5.0,12.0,13.0
Vanderbilt,SEC,4,drawn,Holding,2,7,3.5,12.0,13.0
Vanderbilt,SEC,4,drawn,Offside,1,9,9.0,12.0,13.0
Vanderbilt,SEC,4,drawn,Other / Unclassified,6,20,3.33,12.0,13.0
Vanderbilt,SEC,4,drawn,Personal Foul,1,15,15.0,12.0,13.0
Vanderbilt,SEC,5,committed,False Start,1,5,5.0,12.0,13.0
Vanderbilt,SEC,5,committed,Holding,2,18,9.0,12.0,13.0
Vanderbilt,SEC,5,drawn,Holding,2,10,5.0,12.0,13.0
Vanderbilt,SEC,5,drawn,Illegal Formation,1,3,3.0,12.0,13.0
Vanderbilt,SEC,5,drawn,Roughing the Kicker,1,36,36.0,12.0,13.0
Vanderbilt,SEC,6,committed,False Start,1,4,4.0,12.0,13.0
Vanderbilt,SEC,6,committed,Holding,1,30,30.0,12.0,13.0
Vanderbilt,SEC,6,committed,Personal Foul,1,15,15.0,12.0,13.0
Vanderbilt,SEC,6,drawn,Holding,2,10,5.0,12.0,13.0
Vanderbilt,SEC,6,drawn,Offside,1,5,5.0,12.0,13.0
Vanderbilt,SEC,6,drawn,Personal Foul,2,29,14.5,12.0,13.0
Vanderbilt,SEC,8,committed,False Start,2,0,0.0,12.0,13.0
Vanderbilt,SEC,8,committed,Holding,2,8,4.0,12.0,13.0
Vanderbilt,SEC,8,committed,Offside,1,0,0.0,12.0,13.0
Vanderbilt,SEC,8,committed,Pass Interference,1,15,15.0,12.0,13.0
Vanderbilt,SEC,8,drawn,False Start,1,0,0.0,12.0,13.0
Vanderbilt,SEC,8,drawn,Holding,2,0,0.0,12.0,13.0
Vanderbilt,SEC,8,drawn,Illegal Formation,1,0,0.0,12.0,13.0
Vanderbilt,SEC,8,drawn,Pass Interference,1,15,15.0,12.0,13.0
Vanderbilt,SEC,9,committed,Delay of Game,1,5,5.0,12.0,13.0
Vanderbilt,SEC,9,committed,Face Mask,1,4,4.0,12.0,13.0
Vanderbilt,SEC,9,committed,False Start,1,5,5.0,12.0,13.0
Vanderbilt,SEC,9,committed,Holding,2,21,10.5,12.0,13.0
Vanderbilt,SEC,9,committed,Illegal Formation,1,46,46.0,12.0,13.0
Vanderbilt,SEC,9,committed,Other / Unclassified,1,15,15.0,12.0,13.0
Vanderbilt,SEC,9,committed,Pass Interference,1,15,15.0,12.0,13.0
Vanderbilt,SEC,9,committed,Roughing the Passer,1,15,15.0,12.0,13.0
Vanderbilt,SEC,9,drawn,False Start,1,5,5.0,12.0,13.0
Vanderbilt,SEC,9,drawn,Holding,1,5,5.0,12.0,13.0
Vanderbilt,SEC,9,drawn,Other / Unclassified,3,33,11.0,12.0,13.0
Vanderbilt,SEC,9,drawn,Pass Interference,2,23,11.5,12.0,13.0
Vanderbilt,SEC,10,committed,Delay of Game,1,5,5.0,12.0,13.0
Vanderbilt,SEC,10,committed,Face Mask,1,1,1.0,12.0,13.0
Vanderbilt,SEC,10,committed,False Start,1,5,5.0,12.0,13.0
Vanderbilt,SEC,10,committed,Holding,3,12,4.0,12.0,13.0
Vanderbilt,SEC,10,committed,Offside,2,10,5.0,12.0,13.0
Vanderbilt,SEC,10,committed,Other / Unclassified,1,33,33.0,12.0,13.0
Vanderbilt,SEC,10,committed,Personal Foul,2,36,18.0,12.0,13.0
Vanderbilt,SEC,10,drawn,Delay of Game,1,5,5.0,12.0,13.0
Vanderbilt,SEC,10,drawn,Face Mask,1,0,0.0,12.0,13.0
Vanderbilt,SEC,10,drawn,False Start,2,10,5.0,12.0,13.0
Vanderbilt,SEC,10,drawn,Holding,1,5,5.0,12.0,13.0
Vanderbilt,SEC,10,drawn,Offside,1,3,3.0,12.0,13.0
Vanderbilt,SEC,10,drawn,Other / Unclassified,1,5,5.0,12.0,13.0
Vanderbilt,SEC,10,drawn,Pass Interference,1,15,15.0,12.0,13.0
Vanderbilt,SEC,11,committed,Delay of Game,1,5,5.0,12.0,13.0
Vanderbilt,SEC,11,committed,Face Mask,2,16,8.0,12.0,13.0
Vanderbilt,SEC,11,committed,False Start,1,5,5.0,12.0,13.0
Vanderbilt,SEC,11,committed,Other / Unclassified,1,29,29.0,12.0,13.0
Vanderbilt,SEC,11,committed,Pass Interference,2,16,8.0,12.0,13.0
Vanderbilt,SEC,11,drawn,False Start,5,25,5.0,12.0,13.0
Vanderbilt,SEC,11,drawn,Holding,2,59,29.5,12.0,13.0
Vanderbilt,SEC,11,drawn,Other / Unclassified,2,2,1.0,12.0,13.0
Vanderbilt,SEC,11,drawn,Pass Interference,2,11,5.5,12.0,13.0
Virginia,ACC,1,committed,False Start,3,15,5.0,19.0,19.0
Virginia,ACC,1,committed,Other / Unclassified,1,5,5.0,19.0,19.0
Virginia,ACC,1,committed,Roughing the Passer,1,50,50.0,19.0,19.0
Virginia,ACC,1,drawn,False Start,2,10,5.0,19.0,19.0
Virginia,ACC,1,drawn,Holding,3,28,9.33,19.0,19.0
Virginia,ACC,1,drawn,Illegal Formation,1,42,42.0,19.0,19.0
Virginia,ACC,1,drawn,Other / Unclassified,2,47,23.5,19.0,19.0
Virginia,ACC,1,drawn,Personal Foul,1,15,15.0,19.0,19.0
Virginia,ACC,2,committed,False Start,2,10,5.0,19.0,19.0
Virginia,ACC,2,committed,Holding,1,36,36.0,19.0,19.0
Virginia,ACC,2,committed,Other / Unclassified,2,15,7.5,19.0,19.0
Virginia,ACC,3,committed,False Start,3,15,5.0,19.0,19.0
Virginia,ACC,3,committed,Holding,1,10,10.0,19.0,19.0
Virginia,ACC,3,committed,Other / Unclassified,2,0,0.0,19.0,19.0
Virginia,ACC,3,drawn,Holding,1,0,0.0,19.0,19.0
Virginia,ACC,4,committed,Delay of Game,1,5,5.0,19.0,19.0
Virginia,ACC,4,committed,False Start,2,10,5.0,19.0,19.0
Virginia,ACC,4,committed,Holding,3,17,5.67,19.0,19.0
Virginia,ACC,4,committed,Offside,1,5,5.0,19.0,19.0
Virginia,ACC,4,committed,Pass Interference,2,30,15.0,19.0,19.0
Virginia,ACC,4,drawn,Delay of Game,1,5,5.0,19.0,19.0
Virginia,ACC,5,committed,False Start,2,10,5.0,19.0,19.0
Virginia,ACC,5,committed,Holding,2,5,2.5,19.0,19.0
Virginia,ACC,5,committed,Offside,1,4,4.0,19.0,19.0
Virginia,ACC,5,committed,Other / Unclassified,2,15,7.5,19.0,19.0
Virginia,ACC,5,drawn,False Start,1,5,5.0,19.0,19.0
Virginia,ACC,5,drawn,Offside,1,0,0.0,19.0,19.0
Virginia,ACC,5,drawn,Other / Unclassified,1,6,6.0,19.0,19.0
Virginia,ACC,5,drawn,Pass Interference,1,12,12.0,19.0,19.0
Virginia,ACC,5,drawn,Targeting,1,0,0.0,19.0,19.0
Virginia,ACC,6,committed,False Start,1,5,5.0,19.0,19.0
Virginia,ACC,6,committed,Holding,2,20,10.0,19.0,19.0
Virginia,ACC,6,committed,Illegal Formation,1,5,5.0,19.0,19.0
Virginia,ACC,6,committed,Other / Unclassified,1,15,15.0,19.0,19.0
Virginia,ACC,6,committed,Personal Foul,1,15,15.0,19.0,19.0
Virginia,ACC,6,committed,Roughing,1,15,15.0,19.0,19.0
Virginia,ACC,6,committed,Unsportsmanlike Conduct,1,15,15.0,19.0,19.0
Virginia,ACC,6,drawn,False Start,1,5,5.0,19.0,19.0
Virginia,ACC,6,drawn,Holding,1,10,10.0,19.0,19.0
Virginia,ACC,6,drawn,Pass Interference,1,8,8.0,19.0,19.0
Virginia,ACC,6,drawn,Unsportsmanlike Conduct,1,15,15.0,19.0,19.0
Virginia,ACC,8,committed,False Start,2,10,5.0,19.0,19.0
Virginia,ACC,8,committed,Other / Unclassified,1,0,0.0,19.0,19.0
Virginia,ACC,8,drawn,Delay of Game,1,5,5.0,19.0,19.0
Virginia,ACC,8,drawn,Face Mask,1,15,15.0,19.0,19.0
Virginia,ACC,8,drawn,False Start,5,21,4.2,19.0,19.0
Virginia,ACC,8,drawn,Holding,2,20,10.0,19.0,19.0
Virginia,ACC,8,drawn,Other / Unclassified,3,30,10.0,19.0,19.0
Virginia,ACC,9,committed,Holding,2,6,3.0,19.0,19.0
Virginia,ACC,9,committed,Illegal Formation,1,45,45.0,19.0,19.0
Virginia,ACC,9,committed,Other / Unclassified,1,5,5.0,19.0,19.0
Virginia,ACC,9,committed,Pass Interference,1,11,11.0,19.0,19.0
Virginia,ACC,9,committed,Roughing the Passer,1,15,15.0,19.0,19.0
Virginia,ACC,9,drawn,Face Mask,1,7,7.0,19.0,19.0
Virginia,ACC,9,drawn,False Start,1,5,5.0,19.0,19.0
Virginia,ACC,9,drawn,Holding,2,29,14.5,19.0,19.0
Virginia,ACC,9,drawn,Illegal Motion,1,3,3.0,19.0,19.0
Virginia,ACC,9,drawn,Other / Unclassified,1,15,15.0,19.0,19.0
Virginia,ACC,9,drawn,Roughing the Passer,2,22,11.0,19.0,19.0
Virginia,ACC,10,committed,False Start,1,5,5.0,19.0,19.0
Virginia,ACC,10,committed,Holding,2,55,27.5,19.0,19.0
Virginia,ACC,10,committed,Other / Unclassified,1,59,59.0,19.0,19.0
Virginia,ACC,10,drawn,False Start,1,5,5.0,19.0,19.0
Virginia,ACC,10,drawn,Holding,1,51,51.0,19.0,19.0
Virginia,ACC,10,drawn,Offside,1,38,38.0,19.0,19.0
Virginia,ACC,10,drawn,Other / Unclassified,1,1,1.0,19.0,19.0
Virginia,ACC,11,committed,False Start,3,15,5.0,19.0,19.0
Virginia,ACC,11,committed,Holding,2,6,3.0,19.0,19.0
Virginia,ACC,11,committed,Offside,1,5,5.0,19.0,19.0
Virginia,ACC,11,committed,Personal Foul,2,55,27.5,19.0,19.0
Virginia,ACC,11,drawn,False Start,1,5,5.0,19.0,19.0
Virginia,ACC,11,drawn,Unsportsmanlike Conduct,1,44,44.0,19.0,19.0
Virginia,ACC,12,committed,Face Mask,1,4,4.0,19.0,19.0
Virginia,ACC,12,committed,False Start,2,10,5.0,19.0,19.0
Virginia,ACC,12,committed,Holding,3,30,10.0,19.0,19.0
Virginia,ACC,12,committed,Pass Interference,1,8,8.0,19.0,19.0
Virginia,ACC,12,committed,Personal Foul,1,12,12.0,19.0,19.0
Virginia,ACC,12,drawn,Holding,1,42,42.0,19.0,19.0
Virginia,ACC,12,drawn,Other / Unclassified,1,0,0.0,19.0,19.0
Virginia,ACC,12,drawn,Unsportsmanlike Conduct,1,15,15.0,19.0,19.0
Virginia Tech,ACC,1,committed,False Start,1,0,0.0,NR,NR
Virginia Tech,ACC,1,committed,Illegal Formation,1,5,5.0,NR,NR
Virginia Tech,ACC,1,committed,Offside,3,10,3.33,NR,NR
Virginia Tech,ACC,1,committed,Personal Foul,3,0,0.0,NR,NR
Virginia Tech,ACC,1,drawn,Delay of Game,1,5,5.0,NR,NR
Virginia Tech,ACC,1,drawn,False Start,2,10,5.0,NR,NR
Virginia Tech,ACC,1,drawn,Holding,1,0,0.0,NR,NR
Virginia Tech,ACC,2,committed,False Start,1,5,5.0,NR,NR
Virginia Tech,ACC,2,committed,Holding,3,10,3.33,NR,NR
Virginia Tech,ACC,2,committed,Offside,2,3,1.5,NR,NR
Virginia Tech,ACC,2,committed,Other / Unclassified,2,6,3.0,NR,NR
Virginia Tech,ACC,2,committed,Pass Interference,2,15,7.5,NR,NR
Virginia Tech,ACC,2,drawn,Delay of Game,1,5,5.0,NR,NR
Virginia Tech,ACC,2,drawn,False Start,2,9,4.5,NR,NR
Virginia Tech,ACC,2,drawn,Holding,3,17,5.67,NR,NR
Virginia Tech,ACC,2,drawn,Other / Unclassified,4,21,5.25,NR,NR
Virginia Tech,ACC,2,drawn,Pass Interference,1,0,0.0,NR,NR
Virginia Tech,ACC,2,drawn,Roughing the Passer,1,0,0.0,NR,NR
Virginia Tech,ACC,3,committed,Delay of Game,2,10,5.0,NR,NR
Virginia Tech,ACC,3,committed,Face Mask,1,15,15.0,NR,NR
Virginia Tech,ACC,3,committed,False Start,3,15,5.0,NR,NR
Virginia Tech,ACC,3,committed,Holding,2,12,6.0,NR,NR
Virginia Tech,ACC,3,committed,Other / Unclassified,1,0,0.0,NR,NR
Virginia Tech,ACC,3,committed,Pass Interference,1,0,0.0,NR,NR
Virginia Tech,ACC,3,committed,Personal Foul,1,0,0.0,NR,NR
Virginia Tech,ACC,3,drawn,Face Mask,2,21,10.5,NR,NR
Virginia Tech,ACC,3,drawn,Holding,2,11,5.5,NR,NR
Virginia Tech,ACC,3,drawn,Other / Unclassified,6,53,8.83,NR,NR
Virginia Tech,ACC,3,drawn,Unsportsmanlike Conduct,1,0,0.0,NR,NR
Virginia Tech,ACC,4,committed,Face Mask,2,15,7.5,NR,NR
Virginia Tech,ACC,4,committed,False Start,1,5,5.0,NR,NR
Virginia Tech,ACC,4,committed,Holding,1,4,4.0,NR,NR
Virginia Tech,ACC,4,committed,Offside,1,0,0.0,NR,NR
Virginia Tech,ACC,4,committed,Other / Unclassified,2,8,4.0,NR,NR
Virginia Tech,ACC,4,committed,Pass Interference,1,8,8.0,NR,NR
Virginia Tech,ACC,4,committed,Personal Foul,1,0,0.0,NR,NR
Virginia Tech,ACC,4,drawn,False Start,1,5,5.0,NR,NR
Virginia Tech,ACC,4,drawn,Holding,1,6,6.0,NR,NR
Virginia Tech,ACC,4,drawn,Roughing the Passer,1,0,0.0,NR,NR
Virginia Tech,ACC,5,committed,Delay of Game,1,5,5.0,NR,NR
Virginia Tech,ACC,5,committed,False Start,3,15,5.0,NR,NR
Virginia Tech,ACC,5,committed,Holding,1,8,8.0,NR,NR
Virginia Tech,ACC,5,committed,Other / Unclassified,1,15,15.0,NR,NR
Virginia Tech,ACC,5,drawn,Illegal Formation,1,2,2.0,NR,NR
Virginia Tech,ACC,5,drawn,Other / Unclassified,1,0,0.0,NR,NR
Virginia Tech,ACC,5,drawn,Pass Interference,1,10,10.0,NR,NR
Virginia Tech,ACC,6,committed,Delay of Game,1,5,5.0,NR,NR
Virginia Tech,ACC,6,committed,Holding,1,17,17.0,NR,NR
Virginia Tech,ACC,6,committed,Other / Unclassified,4,15,3.75,NR,NR
Virginia Tech,ACC,6,committed,Pass Interference,1,15,15.0,NR,NR
Virginia Tech,ACC,6,drawn,False Start,4,20,5.0,NR,NR
Virginia Tech,ACC,6,drawn,Illegal Formation,1,33,33.0,NR,NR
Virginia Tech,ACC,6,drawn,Other / Unclassified,6,36,6.0,NR,NR
Virginia Tech,ACC,6,drawn,Pass Interference,1,15,15.0,NR,NR
Virginia Tech,ACC,6,drawn,Roughing the Passer,1,15,15.0,NR,NR
Virginia Tech,ACC,7,committed,False Start,2,10,5.0,NR,NR
Virginia Tech,ACC,7,committed,Holding,3,34,11.33,NR,NR
Virginia Tech,ACC,7,committed,Other / Unclassified,1,0,0.0,NR,NR
Virginia Tech,ACC,7,committed,Pass Interference,2,30,15.0,NR,NR
Virginia Tech,ACC,7,drawn,False Start,1,5,5.0,NR,NR
Virginia Tech,ACC,7,drawn,Holding,2,5,2.5,NR,NR
Virginia Tech,ACC,7,drawn,Offside,1,0,0.0,NR,NR
Virginia Tech,ACC,7,drawn,Personal Foul,3,30,10.0,NR,NR
Virginia Tech,ACC,7,drawn,Roughing the Passer,1,50,50.0,NR,NR
Virginia Tech,ACC,9,committed,False Start,4,20,5.0,NR,NR
Virginia Tech,ACC,9,committed,Roughing the Passer,1,15,15.0,NR,NR
Virginia Tech,ACC,9,committed,Unsportsmanlike Conduct,1,5,5.0,NR,NR
Virginia Tech,ACC,9,drawn,False Start,3,15,5.0,NR,NR
Virginia Tech,ACC,9,drawn,Holding,3,23,7.67,NR,NR
Virginia Tech,ACC,9,drawn,Offside,1,0,0.0,NR,NR
Virginia Tech,ACC,9,drawn,Other / Unclassified,5,83,16.6,NR,NR
Virginia Tech,ACC,9,drawn,Roughing the Passer,1,8,8.0,NR,NR
Virginia Tech,ACC,9,drawn,Targeting,2,35,17.5,NR,NR
Virginia Tech,ACC,10,committed,Face Mask,1,15,15.0,NR,NR
Virginia Tech,ACC,10,committed,False Start,1,0,0.0,NR,NR
Virginia Tech,ACC,10,committed,Offside,1,0,0.0,NR,NR
Virginia Tech,ACC,10,committed,Other / Unclassified,1,7,7.0,NR,NR
Virginia Tech,ACC,10,drawn,False Start,2,10,5.0,NR,NR
Virginia Tech,ACC,10,drawn,Holding,2,38,19.0,NR,NR
Virginia Tech,ACC,10,drawn,Other / Unclassified,1,1,1.0,NR,NR
Virginia Tech,ACC,10,drawn,Targeting,1,15,15.0,NR,NR
Virginia Tech,ACC,10,drawn,Unsportsmanlike Conduct,1,65,65.0,NR,NR
Virginia Tech,ACC,12,committed,False Start,3,15,5.0,NR,NR
Virginia Tech,ACC,12,committed,Holding,1,29,29.0,NR,NR
Virginia Tech,ACC,12,drawn,False Start,1,5,5.0,NR,NR
Virginia Tech,ACC,12,drawn,Pass Interference,1,15,15.0,NR,NR
Virginia Tech,ACC,12,drawn,Roughing the Passer,1,15,15.0,NR,NR
Virginia Tech,ACC,12,drawn,Unsportsmanlike Conduct,1,2,2.0,NR,NR
