team,penalty_type,penalty_category,total_penalties,total_yards,avg_yards_per_penalty,school,conference,school_for_merge,AP Top 25,Coaches Poll,FCS Coaches Poll
Colorado State,Holding,Blocking / Holding,14,207.0,14.79,Colorado State,Mountain West,,,,
Colorado State,Offside,Procedural,4,14.0,3.5,Colorado State,Mountain West,,,,
Colorado State,Other / Unclassified,Administrative,5,10.0,2.0,Colorado State,Mountain West,,,,
Colorado State,Other / Unclassified,Other,6,35.0,5.83,Colorado State,Mountain West,,,,
Colorado State,Pass Interference,Blocking / Holding,1,15.0,15.0,Colorado State,Mountain West,,,,
Colorado State,Pass Interference,Personal / Contact,15,175.0,11.67,Colorado State,Mountain West,,,,
Colorado State,Personal Foul,Personal / Contact,4,48.0,12.0,Colorado State,Mountain West,,,,
Colorado State,Roughing the Passer,Personal / Contact,1,15.0,15.0,Colorado State,Mountain West,,,,
Colorado State,Unsportsmanlike Conduct,Personal / Contact,2,25.0,12.5,Colorado State,Mountain West,,,,
Delaware,Delay of Game,Procedural,7,30.0,4.29,Delaware,Conference USA,,,,
Delaware,Face Mask,Other,1,56.0,56.0,Delaware,Conference USA,,,,
Delaware,False Start,Procedural,8,40.0,5.0,Delaware,Conference USA,,,,
Delaware,Holding,Blocking / Holding,13,83.0,6.38,Delaware,Conference USA,,,,
Delaware,Illegal Formation,Procedural,5,62.0,12.4,Delaware,Conference USA,,,,
Delaware,Offside,Procedural,4,74.0,18.5,Delaware,Conference USA,,,,
Delaware,Other / Unclassified,Administrative,3,11.0,3.67,Delaware,Conference USA,,,,
Delaware,Other / Unclassified,Other,3,75.0,25.0,Delaware,Conference USA,,,,
Delaware,Pass Interference,Personal / Contact,7,95.0,13.57,Delaware,Conference USA,,,,
Delaware,Roughing the Passer,Personal / Contact,2,30.0,15.0,Delaware,Conference USA,,,,
Delaware,Targeting,Personal / Contact,1,0.0,0.0,Delaware,Conference USA,,,,
Delaware,Unsportsmanlike Conduct,Personal / Contact,6,70.0,11.67,Delaware,Conference USA,,,,
Duke,Delay of Game,Procedural,2,10.0,5.0,Duke,ACC,,,,
Duke,False Start,Procedural,12,47.0,3.92,Duke,ACC,,,,
Duke,Holding,Blocking / Holding,12,79.0,6.58,Duke,ACC,,,,
Duke,Holding,Procedural,1,17.0,17.0,Duke,ACC,,,,
Duke,Illegal Formation,Procedural,1,0.0,0.0,Duke,ACC,,,,
Duke,Offside,Procedural,6,39.0,6.5,Duke,ACC,,,,
Duke,Other / Unclassified,Administrative,1,5.0,5.0,Duke,ACC,,,,
Duke,Other / Unclassified,Blocking / Holding,2,60.0,30.0,Duke,ACC,,,,
Duke,Other / Unclassified,Other,2,10.0,5.0,Duke,ACC,,,,
Duke,Pass Interference,Personal / Contact,12,134.0,11.17,Duke,ACC,,,,
Duke,Personal Foul,Personal / Contact,6,83.0,13.83,Duke,ACC,,,,
Duke,Roughing,Personal / Contact,2,15.0,7.5,Duke,ACC,,,,
Duke,Roughing the Kicker,Personal / Contact,1,41.0,41.0,Duke,ACC,,,,
Duke,Roughing the Passer,Personal / Contact,3,5.0,1.67,Duke,ACC,,,,
Duke,Unsportsmanlike Conduct,Personal / Contact,6,69.0,11.5,Duke,ACC,,,,
East Carolina,Delay of Game,Procedural,1,5.0,5.0,East Carolina,American Athletic,,,,
East Carolina,Face Mask,Other,2,16.0,8.0,East Carolina,American Athletic,,,,
East Carolina,False Start,Procedural,10,48.0,4.8,East Carolina,American Athletic,,,,
East Carolina,Holding,Blocking / Holding,18,162.0,9.0,East Carolina,American Athletic,,,,
East Carolina,Illegal Formation,Procedural,3,0.0,0.0,East Carolina,American Athletic,,,,
East Carolina,Offside,Procedural,9,63.0,7.0,East Carolina,American Athletic,,,,
East Carolina,Other / Unclassified,Administrative,1,25.0,25.0,East Carolina,American Athletic,,,,
East Carolina,Other / Unclassified,Blocking / Holding,3,77.0,25.67,East Carolina,American Athletic,,,,
East Carolina,Other / Unclassified,Procedural,1,5.0,5.0,East Carolina,American Athletic,,,,
East Carolina,Pass Interference,Personal / Contact,9,118.0,13.11,East Carolina,American Athletic,,,,
East Carolina,Pass Interference,Procedural,1,15.0,15.0,East Carolina,American Athletic,,,,
East Carolina,Personal Foul,Personal / Contact,5,21.0,4.2,East Carolina,American Athletic,,,,
East Carolina,Roughing the Passer,Personal / Contact,1,15.0,15.0,East Carolina,American Athletic,,,,
East Carolina,Targeting,Personal / Contact,1,0.0,0.0,East Carolina,American Athletic,,,,
East Carolina,Unsportsmanlike Conduct,Personal / Contact,3,24.0,8.0,East Carolina,American Athletic,,,,
Eastern Michigan,Delay of Game,Procedural,4,15.0,3.75,Eastern Michigan,Mid-American,,,,
Eastern Michigan,False Start,Procedural,8,40.0,5.0,Eastern Michigan,Mid-American,,,,
Eastern Michigan,Holding,Blocking / Holding,15,276.0,18.4,Eastern Michigan,Mid-American,,,,
Eastern Michigan,Illegal Formation,Procedural,2,24.0,12.0,Eastern Michigan,Mid-American,,,,
Eastern Michigan,Offside,Procedural,6,15.0,2.5,Eastern Michigan,Mid-American,,,,
Eastern Michigan,Other / Unclassified,Administrative,2,44.0,22.0,Eastern Michigan,Mid-American,,,,
Eastern Michigan,Other / Unclassified,Blocking / Holding,3,13.0,4.33,Eastern Michigan,Mid-American,,,,
Eastern Michigan,Other / Unclassified,Other,10,69.0,6.9,Eastern Michigan,Mid-American,,,,
Eastern Michigan,Pass Interference,Personal / Contact,9,128.0,14.22,Eastern Michigan,Mid-American,,,,
Eastern Michigan,Personal Foul,Personal / Contact,4,54.0,13.5,Eastern Michigan,Mid-American,,,,
Eastern Michigan,Roughing the Passer,Personal / Contact,2,30.0,15.0,Eastern Michigan,Mid-American,,,,
Eastern Michigan,Targeting,Personal / Contact,1,5.0,5.0,Eastern Michigan,Mid-American,,,,
Eastern Michigan,Unsportsmanlike Conduct,Personal / Contact,3,77.0,25.67,Eastern Michigan,Mid-American,,,,
Florida,Delay of Game,Procedural,6,30.0,5.0,Florida,SEC,,,,
Florida,Face Mask,Other,2,16.0,8.0,Florida,SEC,,,,
Florida,False Start,Procedural,19,65.0,3.42,Florida,SEC,,,,
Florida,Holding,Blocking / Holding,11,70.0,6.36,Florida,SEC,,,,
Florida,Illegal Formation,Procedural,1,65.0,65.0,Florida,SEC,,,,
Florida,Illegal Motion,Other,1,46.0,46.0,Florida,SEC,,,,
Florida,Offside,Procedural,2,70.0,35.0,Florida,SEC,,,,
Florida,Other / Unclassified,Administrative,2,13.0,6.5,Florida,SEC,,,,
Florida,Other / Unclassified,Other,1,0.0,0.0,Florida,SEC,,,,
Florida,Other / Unclassified,Procedural,1,5.0,5.0,Florida,SEC,,,,
Florida,Pass Interference,Personal / Contact,4,45.0,11.25,Florida,SEC,,,,
Florida,Personal Foul,Personal / Contact,3,30.0,10.0,Florida,SEC,,,,
Florida,Unsportsmanlike Conduct,Personal / Contact,3,65.0,21.67,Florida,SEC,,,,
Florida Atlantic,Delay of Game,Procedural,5,25.0,5.0,Florida Atlantic,American Athletic,,,,
Florida Atlantic,Face Mask,Other,2,20.0,10.0,Florida Atlantic,American Athletic,,,,
Florida Atlantic,False Start,Procedural,12,60.0,5.0,Florida Atlantic,American Athletic,,,,
Florida Atlantic,Holding,Blocking / Holding,11,86.0,7.82,Florida Atlantic,American Athletic,,,,
Florida Atlantic,Illegal Formation,Procedural,2,0.0,0.0,Florida Atlantic,American Athletic,,,,
Florida Atlantic,Illegal Motion,Other,1,10.0,10.0,Florida Atlantic,American Athletic,,,,
Florida Atlantic,Offside,Procedural,10,59.0,5.9,Florida Atlantic,American Athletic,,,,
Florida Atlantic,Other / Unclassified,Administrative,3,29.0,9.67,Florida Atlantic,American Athletic,,,,
Florida Atlantic,Other / Unclassified,Other,5,34.0,6.8,Florida Atlantic,American Athletic,,,,
Florida Atlantic,Other / Unclassified,Procedural,1,5.0,5.0,Florida Atlantic,American Athletic,,,,
Florida Atlantic,Pass Interference,Personal / Contact,12,144.0,12.0,Florida Atlantic,American Athletic,,,,
Florida Atlantic,Personal Foul,Personal / Contact,4,88.0,22.0,Florida Atlantic,American Athletic,,,,
Florida Atlantic,Roughing the Passer,Personal / Contact,2,0.0,0.0,Florida Atlantic,American Athletic,,,,
Florida Atlantic,Unsportsmanlike Conduct,Personal / Contact,2,20.0,10.0,Florida Atlantic,American Athletic,,,,
Florida International,Delay of Game,Procedural,3,15.0,5.0,Florida International,Conference USA,,,,
Florida International,Face Mask,Other,5,83.0,16.6,Florida International,Conference USA,,,,
Florida International,False Start,Procedural,10,50.0,5.0,Florida International,Conference USA,,,,
Florida International,Holding,Blocking / Holding,22,340.0,15.45,Florida International,Conference USA,,,,
Florida International,Illegal Formation,Procedural,2,4.0,2.0,Florida International,Conference USA,,,,
Florida International,Offside,Procedural,8,57.0,7.12,Florida International,Conference USA,,,,
Florida International,Other / Unclassified,Administrative,2,11.0,5.5,Florida International,Conference USA,,,,
Florida International,Other / Unclassified,Blocking / Holding,1,63.0,63.0,Florida International,Conference USA,,,,
Florida International,Other / Unclassified,Other,2,22.0,11.0,Florida International,Conference USA,,,,
Florida International,Pass Interference,Personal / Contact,7,76.0,10.86,Florida International,Conference USA,,,,
Florida International,Personal Foul,Personal / Contact,2,27.0,13.5,Florida International,Conference USA,,,,
Florida International,Roughing the Passer,Personal / Contact,2,24.0,12.0,Florida International,Conference USA,,,,
Florida International,Unsportsmanlike Conduct,Personal / Contact,3,30.0,10.0,Florida International,Conference USA,,,,
Florida State,Delay of Game,Procedural,6,30.0,5.0,Florida State,ACC,,,,
Florida State,Face Mask,Other,5,49.0,9.8,Florida State,ACC,,,,
Florida State,False Start,Procedural,12,50.0,4.17,Florida State,ACC,,,,
Florida State,Holding,Blocking / Holding,11,140.0,12.73,Florida State,ACC,,,,
Florida State,Illegal Motion,Other,1,0.0,0.0,Florida State,ACC,,,,
Florida State,Offside,Procedural,7,44.0,6.29,Florida State,ACC,,,,
Florida State,Other / Unclassified,Administrative,2,4.0,2.0,Florida State,ACC,,,,
Florida State,Other / Unclassified,Blocking / Holding,1,10.0,10.0,Florida State,ACC,,,,
Florida State,Other / Unclassified,Other,8,66.0,8.25,Florida State,ACC,,,,
Florida State,Pass Interference,Personal / Contact,7,78.0,11.14,Florida State,ACC,,,,
Florida State,Personal Foul,Personal / Contact,9,53.0,5.89,Florida State,ACC,,,,
Florida State,Roughing the Kicker,Personal / Contact,1,51.0,51.0,Florida State,ACC,,,,
Florida State,Roughing the Passer,Personal / Contact,1,15.0,15.0,Florida State,ACC,,,,
Florida State,Targeting,Personal / Contact,1,0.0,0.0,Florida State,ACC,,,,
Florida State,Unsportsmanlike Conduct,Personal / Contact,2,22.0,11.0,Florida State,ACC,,,,
Fresno State,Delay of Game,Procedural,2,5.0,2.5,Fresno State,Mountain West,,,,
Fresno State,Face Mask,Other,5,69.0,13.8,Fresno State,Mountain West,,,,
Fresno State,False Start,Procedural,16,75.0,4.69,Fresno State,Mountain West,,,,
Fresno State,Holding,Blocking / Holding,24,158.0,6.58,Fresno State,Mountain West,,,,
Fresno State,Illegal Formation,Procedural,2,56.0,28.0,Fresno State,Mountain West,,,,
Fresno State,Illegal Motion,Other,1,5.0,5.0,Fresno State,Mountain West,,,,
Fresno State,Other / Unclassified,Administrative,3,52.0,17.33,Fresno State,Mountain West,,,,
Fresno State,Other / Unclassified,Other,8,30.0,3.75,Fresno State,Mountain West,,,,
Fresno State,Pass Interference,Personal / Contact,7,73.0,10.43,Fresno State,Mountain West,,,,
Fresno State,Personal Foul,Personal / Contact,4,8.0,2.0,Fresno State,Mountain West,,,,
Fresno State,Roughing the Passer,Personal / Contact,2,0.0,0.0,Fresno State,Mountain West,,,,
Fresno State,Unsportsmanlike Conduct,Personal / Contact,4,35.0,8.75,Fresno State,Mountain West,,,,
Georgia,Delay of Game,Procedural,2,5.0,2.5,Georgia,SEC,Georgia,4.0,4.0,
Georgia,False Start,Procedural,11,35.0,3.18,Georgia,SEC,Georgia,4.0,4.0,
Georgia,Holding,Blocking / Holding,15,104.0,6.93,Georgia,SEC,Georgia,4.0,4.0,
Georgia,Illegal Formation,Procedural,5,20.0,4.0,Georgia,SEC,Georgia,4.0,4.0,
Georgia,Offside,Procedural,5,26.0,5.2,Georgia,SEC,Georgia,4.0,4.0,
Georgia,Other / Unclassified,Administrative,3,21.0,7.0,Georgia,SEC,Georgia,4.0,4.0,
Georgia,Other / Unclassified,Other,2,56.0,28.0,Georgia,SEC,Georgia,4.0,4.0,
Georgia,Other / Unclassified,Procedural,1,38.0,38.0,Georgia,SEC,Georgia,4.0,4.0,
Georgia,Pass Interference,Personal / Contact,8,84.0,10.5,Georgia,SEC,Georgia,4.0,4.0,
Georgia,Personal Foul,Personal / Contact,5,54.0,10.8,Georgia,SEC,Georgia,4.0,4.0,
Georgia,Targeting,Personal / Contact,1,7.0,7.0,Georgia,SEC,Georgia,4.0,4.0,
Georgia Southern,Delay of Game,Procedural,4,20.0,5.0,Georgia Southern,Sun Belt,,,,
Georgia Southern,Face Mask,Other,2,22.0,11.0,Georgia Southern,Sun Belt,,,,
Georgia Southern,False Start,Procedural,16,75.0,4.69,Georgia Southern,Sun Belt,,,,
Georgia Southern,Holding,Blocking / Holding,16,93.0,5.81,Georgia Southern,Sun Belt,,,,
Georgia Southern,Illegal Formation,Procedural,4,17.0,4.25,Georgia Southern,Sun Belt,,,,
Georgia Southern,Offside,Procedural,12,100.0,8.33,Georgia Southern,Sun Belt,,,,
Georgia Southern,Other / Unclassified,Administrative,5,19.0,3.8,Georgia Southern,Sun Belt,,,,
Georgia Southern,Other / Unclassified,Other,6,58.0,9.67,Georgia Southern,Sun Belt,,,,
Georgia Southern,Other / Unclassified,Procedural,1,5.0,5.0,Georgia Southern,Sun Belt,,,,
Georgia Southern,Pass Interference,Personal / Contact,17,184.0,10.82,Georgia Southern,Sun Belt,,,,
Georgia Southern,Personal Foul,Personal / Contact,4,93.0,23.25,Georgia Southern,Sun Belt,,,,
Georgia Southern,Roughing the Passer,Personal / Contact,3,16.0,5.33,Georgia Southern,Sun Belt,,,,
Georgia Southern,Targeting,Personal / Contact,2,22.0,11.0,Georgia Southern,Sun Belt,,,,
Georgia Southern,Unsportsmanlike Conduct,Personal / Contact,1,15.0,15.0,Georgia Southern,Sun Belt,,,,
Georgia State,Delay of Game,Procedural,5,25.0,5.0,Georgia State,Sun Belt,,,,
Georgia State,Face Mask,Other,2,30.0,15.0,Georgia State,Sun Belt,,,,
Georgia State,Face Mask,Safety / Tackling,1,0.0,0.0,Georgia State,Sun Belt,,,,
Georgia State,False Start,Procedural,8,38.0,4.75,Georgia State,Sun Belt,,,,
Georgia State,Holding,Blocking / Holding,20,172.0,8.6,Georgia State,Sun Belt,,,,
Georgia State,Illegal Formation,Procedural,2,58.0,29.0,Georgia State,Sun Belt,,,,
Georgia State,Offside,Procedural,8,33.0,4.12,Georgia State,Sun Belt,,,,
Georgia State,Other / Unclassified,Administrative,5,45.0,9.0,Georgia State,Sun Belt,,,,
Georgia State,Other / Unclassified,Blocking / Holding,1,0.0,0.0,Georgia State,Sun Belt,,,,
Georgia State,Other / Unclassified,Other,5,45.0,9.0,Georgia State,Sun Belt,,,,
Georgia State,Pass Interference,Personal / Contact,6,89.0,14.83,Georgia State,Sun Belt,,,,
Georgia State,Personal Foul,Personal / Contact,2,26.0,13.0,Georgia State,Sun Belt,,,,
Georgia State,Roughing the Passer,Personal / Contact,2,30.0,15.0,Georgia State,Sun Belt,,,,
Georgia State,Unsportsmanlike Conduct,Personal / Contact,1,0.0,0.0,Georgia State,Sun Belt,,,,
Georgia Tech,Delay of Game,Procedural,2,7.0,3.5,Georgia Tech,ACC,Georgia Tech,15.0,12.0,
Georgia Tech,Face Mask,Other,1,15.0,15.0,Georgia Tech,ACC,Georgia Tech,15.0,12.0,
Georgia Tech,False Start,Procedural,10,50.0,5.0,Georgia Tech,ACC,Georgia Tech,15.0,12.0,
Georgia Tech,Holding,Blocking / Holding,14,157.0,11.21,Georgia Tech,ACC,Georgia Tech,15.0,12.0,
Georgia Tech,Offside,Procedural,8,15.0,1.88,Georgia Tech,ACC,Georgia Tech,15.0,12.0,
Georgia Tech,Other / Unclassified,Administrative,3,46.0,15.33,Georgia Tech,ACC,Georgia Tech,15.0,12.0,
Georgia Tech,Other / Unclassified,Blocking / Holding,2,9.0,4.5,Georgia Tech,ACC,Georgia Tech,15.0,12.0,
Georgia Tech,Other / Unclassified,Other,12,57.0,4.75,Georgia Tech,ACC,Georgia Tech,15.0,12.0,
Georgia Tech,Pass Interference,Personal / Contact,5,34.0,6.8,Georgia Tech,ACC,Georgia Tech,15.0,12.0,
Georgia Tech,Personal Foul,Personal / Contact,5,72.0,14.4,Georgia Tech,ACC,Georgia Tech,15.0,12.0,
Georgia Tech,Roughing,Personal / Contact,1,0.0,0.0,Georgia Tech,ACC,Georgia Tech,15.0,12.0,
Georgia Tech,Roughing the Passer,Personal / Contact,1,50.0,50.0,Georgia Tech,ACC,Georgia Tech,15.0,12.0,
Georgia Tech,Unsportsmanlike Conduct,Personal / Contact,2,16.0,8.0,Georgia Tech,ACC,Georgia Tech,15.0,12.0,
Hawai'i,Delay of Game,Procedural,4,12.0,3.0,Hawai'i,Mountain West,,,,
Hawai'i,Face Mask,Other,3,45.0,15.0,Hawai'i,Mountain West,,,,
Hawai'i,False Start,Procedural,11,52.0,4.73,Hawai'i,Mountain West,,,,
Hawai'i,Holding,Blocking / Holding,26,176.0,6.77,Hawai'i,Mountain West,,,,
Hawai'i,Offside,Procedural,6,22.0,3.67,Hawai'i,Mountain West,,,,
Hawai'i,Other / Unclassified,Administrative,3,16.0,5.33,Hawai'i,Mountain West,,,,
Hawai'i,Other / Unclassified,Other,3,23.0,7.67,Hawai'i,Mountain West,,,,
Hawai'i,Other / Unclassified,Procedural,1,5.0,5.0,Hawai'i,Mountain West,,,,
Hawai'i,Pass Interference,Personal / Contact,4,45.0,11.25,Hawai'i,Mountain West,,,,
Hawai'i,Personal Foul,Personal / Contact,6,21.0,3.5,Hawai'i,Mountain West,,,,
Hawai'i,Roughing,Personal / Contact,1,0.0,0.0,Hawai'i,Mountain West,,,,
Hawai'i,Unsportsmanlike Conduct,Personal / Contact,3,31.0,10.33,Hawai'i,Mountain West,,,,
Houston,Delay of Game,Procedural,6,25.0,4.17,Houston,Big 12,Houston,25.0,24.0,
Houston,Face Mask,Other,2,70.0,35.0,Houston,Big 12,Houston,25.0,24.0,
Houston,False Start,Procedural,8,35.0,4.38,Houston,Big 12,Houston,25.0,24.0,
Houston,Holding,Blocking / Holding,12,79.0,6.58,Houston,Big 12,Houston,25.0,24.0,
Houston,Illegal Formation,Procedural,1,0.0,0.0,Houston,Big 12,Houston,25.0,24.0,
Houston,Other / Unclassified,Administrative,1,5.0,5.0,Houston,Big 12,Houston,25.0,24.0,
Houston,Other / Unclassified,Blocking / Holding,1,4.0,4.0,Houston,Big 12,Houston,25.0,24.0,
Houston,Other / Unclassified,Other,6,47.0,7.83,Houston,Big 12,Houston,25.0,24.0,
Houston,Other / Unclassified,Procedural,3,23.0,7.67,Houston,Big 12,Houston,25.0,24.0,
Houston,Pass Interference,Personal / Contact,7,30.0,4.29,Houston,Big 12,Houston,25.0,24.0,
Houston,Personal Foul,Personal / Contact,3,0.0,0.0,Houston,Big 12,Houston,25.0,24.0,
Houston,Unsportsmanlike Conduct,Personal / Contact,1,0.0,0.0,Houston,Big 12,Houston,25.0,24.0,
Illinois,Delay of Game,Procedural,6,30.0,5.0,Illinois,Big Ten,,,,
Illinois,Face Mask,Other,2,5.0,2.5,Illinois,Big Ten,,,,
Illinois,False Start,Procedural,8,29.0,3.62,Illinois,Big Ten,,,,
Illinois,Holding,Blocking / Holding,4,18.0,4.5,Illinois,Big Ten,,,,
Illinois,Illegal Formation,Procedural,4,135.0,33.75,Illinois,Big Ten,,,,
Illinois,Offside,Procedural,6,10.0,1.67,Illinois,Big Ten,,,,
Illinois,Other / Unclassified,Administrative,4,112.0,28.0,Illinois,Big Ten,,,,
Illinois,Other / Unclassified,Other,5,115.0,23.0,Illinois,Big Ten,,,,
Illinois,Pass Interference,Personal / Contact,5,39.0,7.8,Illinois,Big Ten,,,,
Illinois,Personal Foul,Personal / Contact,4,25.0,6.25,Illinois,Big Ten,,,,
Illinois,Roughing,Personal / Contact,1,6.0,6.0,Illinois,Big Ten,,,,
Illinois,Unsportsmanlike Conduct,Personal / Contact,1,0.0,0.0,Illinois,Big Ten,,,,
Indiana,False Start,Procedural,8,40.0,5.0,Indiana,Big Ten,Indiana,2.0,2.0,
Indiana,Holding,Blocking / Holding,8,38.0,4.75,Indiana,Big Ten,Indiana,2.0,2.0,
Indiana,Illegal Formation,Procedural,1,5.0,5.0,Indiana,Big Ten,Indiana,2.0,2.0,
Indiana,Offside,Procedural,2,35.0,17.5,Indiana,Big Ten,Indiana,2.0,2.0,
Indiana,Other / Unclassified,Administrative,1,0.0,0.0,Indiana,Big Ten,Indiana,2.0,2.0,
Indiana,Other / Unclassified,Blocking / Holding,2,49.0,24.5,Indiana,Big Ten,Indiana,2.0,2.0,
Indiana,Other / Unclassified,Other,5,27.0,5.4,Indiana,Big Ten,Indiana,2.0,2.0,
Indiana,Other / Unclassified,Procedural,1,0.0,0.0,Indiana,Big Ten,Indiana,2.0,2.0,
Indiana,Pass Interference,Personal / Contact,1,15.0,15.0,Indiana,Big Ten,Indiana,2.0,2.0,
Indiana,Unsportsmanlike Conduct,Personal / Contact,2,21.0,10.5,Indiana,Big Ten,Indiana,2.0,2.0,
Iowa,Delay of Game,Procedural,2,10.0,5.0,Iowa,Big Ten,,,,
Iowa,False Start,Procedural,5,25.0,5.0,Iowa,Big Ten,,,,
Iowa,Holding,Blocking / Holding,7,63.0,9.0,Iowa,Big Ten,,,,
Iowa,Illegal Formation,Procedural,2,7.0,3.5,Iowa,Big Ten,,,,
Iowa,Offside,Procedural,3,14.0,4.67,Iowa,Big Ten,,,,
Iowa,Other / Unclassified,Administrative,2,14.0,7.0,Iowa,Big Ten,,,,
Iowa,Other / Unclassified,Other,2,14.0,7.0,Iowa,Big Ten,,,,
Iowa,Pass Interference,Personal / Contact,7,102.0,14.57,Iowa,Big Ten,,,,
Iowa,Personal Foul,Personal / Contact,1,15.0,15.0,Iowa,Big Ten,,,,
Iowa,Unsportsmanlike Conduct,Personal / Contact,2,11.0,5.5,Iowa,Big Ten,,,,
Iowa State,Delay of Game,Procedural,3,10.0,3.33,Iowa State,Big 12,,,,
Iowa State,Face Mask,Other,5,55.0,11.0,Iowa State,Big 12,,,,
Iowa State,False Start,Procedural,13,52.0,4.0,Iowa State,Big 12,,,,
Iowa State,Holding,Blocking / Holding,26,376.0,14.46,Iowa State,Big 12,,,,
Iowa State,Illegal Formation,Procedural,2,47.0,23.5,Iowa State,Big 12,,,,
Iowa State,Offside,Procedural,2,8.0,4.0,Iowa State,Big 12,,,,
Iowa State,Other / Unclassified,Administrative,3,78.0,26.0,Iowa State,Big 12,,,,
Iowa State,Other / Unclassified,Blocking / Holding,1,3.0,3.0,Iowa State,Big 12,,,,
Iowa State,Other / Unclassified,Other,5,98.0,19.6,Iowa State,Big 12,,,,
Iowa State,Pass Interference,Personal / Contact,13,149.0,11.46,Iowa State,Big 12,,,,
Iowa State,Personal Foul,Personal / Contact,3,30.0,10.0,Iowa State,Big 12,,,,
Iowa State,Unsportsmanlike Conduct,Personal / Contact,2,2.0,1.0,Iowa State,Big 12,,,,
Jacksonville State,Delay of Game,Procedural,3,15.0,5.0,Jacksonville State,Conference USA,,,,
Jacksonville State,Face Mask,Other,3,22.0,7.33,Jacksonville State,Conference USA,,,,
Jacksonville State,False Start,Procedural,15,70.0,4.67,Jacksonville State,Conference USA,,,,
Jacksonville State,Holding,Blocking / Holding,25,230.0,9.2,Jacksonville State,Conference USA,,,,
Jacksonville State,Holding,Procedural,1,10.0,10.0,Jacksonville State,Conference USA,,,,
Jacksonville State,Offside,Procedural,6,68.0,11.33,Jacksonville State,Conference USA,,,,
Jacksonville State,Other / Unclassified,Administrative,4,21.0,5.25,Jacksonville State,Conference USA,,,,
Jacksonville State,Other / Unclassified,Blocking / Holding,2,1.0,0.5,Jacksonville State,Conference USA,,,,
Jacksonville State,Other / Unclassified,Other,8,68.0,8.5,Jacksonville State,Conference USA,,,,
Jacksonville State,Pass Interference,Personal / Contact,7,71.0,10.14,Jacksonville State,Conference USA,,,,
Jacksonville State,Personal Foul,Personal / Contact,5,143.0,28.6,Jacksonville State,Conference USA,,,,
Jacksonville State,Roughing the Passer,Personal / Contact,2,28.0,14.0,Jacksonville State,Conference USA,,,,
Jacksonville State,Targeting,Personal / Contact,4,29.0,7.25,Jacksonville State,Conference USA,,,,
Jacksonville State,Unsportsmanlike Conduct,Personal / Contact,3,15.0,5.0,Jacksonville State,Conference USA,,,,
James Madison,Delay of Game,Procedural,3,5.0,1.67,James Madison,Sun Belt,James Madison,21.0,22.0,
James Madison,Face Mask,Other,3,38.0,12.67,James Madison,Sun Belt,James Madison,21.0,22.0,
James Madison,False Start,Procedural,17,77.0,4.53,James Madison,Sun Belt,James Madison,21.0,22.0,
James Madison,Holding,Blocking / Holding,11,57.0,5.18,James Madison,Sun Belt,James Madison,21.0,22.0,
James Madison,Holding,Procedural,1,13.0,13.0,James Madison,Sun Belt,James Madison,21.0,22.0,
James Madison,Illegal Formation,Procedural,1,0.0,0.0,James Madison,Sun Belt,James Madison,21.0,22.0,
James Madison,Offside,Procedural,6,30.0,5.0,James Madison,Sun Belt,James Madison,21.0,22.0,
James Madison,Other / Unclassified,Administrative,2,12.0,6.0,James Madison,Sun Belt,James Madison,21.0,22.0,
James Madison,Other / Unclassified,Blocking / Holding,1,10.0,10.0,James Madison,Sun Belt,James Madison,21.0,22.0,
James Madison,Pass Interference,Personal / Contact,10,130.0,13.0,James Madison,Sun Belt,James Madison,21.0,22.0,
James Madison,Personal Foul,Personal / Contact,6,83.0,13.83,James Madison,Sun Belt,James Madison,21.0,22.0,
