team,penalty_type,penalty_category,total_penalties,total_yards,avg_yards_per_penalty,school_for_merge_x,conference,school_for_merge_y,AP Top 25
Western Michigan,Illegal Formation,Procedural,1,35,35.0,Western Michigan,MAC,,
Western Michigan,Offside,Procedural,4,15,3.75,Western Michigan,MAC,,
Western Michigan,Other / Unclassified,Other,5,51,10.2,Western Michigan,MAC,,
Western Michigan,Other / Unclassified,Procedural,1,5,5.0,Western Michigan,MAC,,
Western Michigan,Pass Interference,Personal / Contact,5,43,8.6,Western Michigan,MAC,,
Western Michigan,Personal Foul,Personal / Contact,5,89,17.8,Western Michigan,MAC,,
Western Michigan,Roughing the Passer,Personal / Contact,1,6,6.0,Western Michigan,MAC,,
Western Michigan,Targeting,Personal / Contact,1,2,2.0,Western Michigan,MAC,,
Western Michigan,Unsportsmanlike Conduct,Personal / Contact,3,6,2.0,Western Michigan,MAC,,
Wisconsin,Delay of Game,Procedural,3,10,3.33,Wisconsin,Big 10,,
Wisconsin,False Start,Procedural,6,30,5.0,Wisconsin,Big 10,,
Wisconsin,Holding,Blocking / Holding,6,26,4.33,Wisconsin,Big 10,,
Wisconsin,Offside,Procedural,3,5,1.67,Wisconsin,Big 10,,
Wisconsin,Other / Unclassified,Administrative,2,10,5.0,Wisconsin,Big 10,,
Wisconsin,Other / Unclassified,Blocking / Holding,1,40,40.0,Wisconsin,Big 10,,
Wisconsin,Other / Unclassified,Other,3,10,3.33,Wisconsin,Big 10,,
Wisconsin,Pass Interference,Personal / Contact,6,77,12.83,Wisconsin,Big 10,,
Wisconsin,Personal Foul,Personal / Contact,4,33,8.25,Wisconsin,Big 10,,
Wisconsin,Roughing the Passer,Personal / Contact,1,15,15.0,Wisconsin,Big 10,,
Wisconsin,Unsportsmanlike Conduct,Personal / Contact,1,15,15.0,Wisconsin,Big 10,,
Wyoming,Delay of Game,Other,1,5,5.0,Wyoming,MWC,,
Wyoming,Delay of Game,Procedural,5,20,4.0,Wyoming,MWC,,
Wyoming,Face Mask,Other,4,54,13.5,Wyoming,MWC,,
Wyoming,Face Mask,Safety / Tackling,2,0,0.0,Wyoming,MWC,,
Wyoming,False Start,Procedural,18,66,3.67,Wyoming,MWC,,
Wyoming,Holding,Blocking / Holding,21,142,6.76,Wyoming,MWC,,
Wyoming,Holding,Procedural,1,0,0.0,Wyoming,MWC,,
Wyoming,Offside,Procedural,3,29,9.67,Wyoming,MWC,,
Wyoming,Other / Unclassified,Administrative,2,10,5.0,Wyoming,MWC,,
Wyoming,Other / Unclassified,Other,7,40,5.71,Wyoming,MWC,,
Wyoming,Pass Interference,Personal / Contact,14,175,12.5,Wyoming,MWC,,
Wyoming,Personal Foul,Personal / Contact,3,109,36.33,Wyoming,MWC,,
Wyoming,Roughing the Passer,Personal / Contact,1,1,1.0,Wyoming,MWC,,
Wyoming,Unsportsmanlike Conduct,Personal / Contact,2,25,12.5,Wyoming,MWC,,
